danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,groups
0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,259133,4,7kxfWvj6u9oWQ5C36kMtGb,71
0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,326933,4,0wXuerDYiBnERgIpbb3JBR,59
0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,0.0916,135.006,346693,4,1C2QJNTmsTxCDBuIgai8QV,10
0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,4,2UKARCqDrhkYDoVR4FN5Wi,17
0.345,0.418,7,-7.787,0,0.0316,0.299,1.75e-05,0.103,0.267,109.044,198800,3,5PK1JCSdr34gWgzYHgt3Jq,73
0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,4,0It6VJoMAare1zdV2wxqZq,41
0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,4,2takcwOaAZWiXQijPHIx7B,58
0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,4,7ouMYWpwJ422jRcDASZB7P,46
0.442,0.599,0,-6.477,1,0.0328,0.00287,0.0,0.11,0.208,148.256,326380,4,3JqWoSegqp48lWuAThqL0T,59
0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213,4,3skn2lauGk7Dx6bVIt5DVj,15
0.437,0.798,2,-3.928,1,0.0792,0.603,0.0,0.552,0.706,157.828,521088,4,5r9CZJMoMmxio2AnJdxuDS,27
0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,4,60PAzFNW3vAiAiVK6DRJfB,7
0.868,0.565,5,-5.686,1,0.0462,0.159,0.0,0.079,0.724,111.993,158639,4,3O7R5wVfbeQdXNOL7yntEB,66
0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4,51PSUD2YHjPyAy3jnkaoy7,65
0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,220196,4,6OGogr19zPTM4BALXuMQpF,44
0.606,0.853,9,-2.975,1,0.0545,0.237,0.0,0.251,0.822,178.043,209766,4,0jT8Nl0shPS8115is0wD2Q,9
0.448,0.921,1,-3.609,1,0.365,0.0184,0.0,0.748,0.42,83.762,195000,4,4Y9BJZccHjVdHUkee0pBRa,57
0.757,0.769,5,-6.291,0,0.0992,0.518,0.0,0.334,0.774,124.129,213540,4,5ZJ9wxMqAhIOekYLmukc2L,62
0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4,3Wrjm47oTz2sjIgck11l5e,43
0.554,0.496,8,-8.245,1,0.0293,0.777,0.0,0.27,0.657,77.0,222000,4,5SQPPHq9TrnyG6B3FRP8As,64
0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,137876,4,3BZEcbdtXQSo7OrvKRJ6mb,53
0.418,0.61,2,-8.828,1,0.084,0.328,0.000227,0.257,0.719,156.946,293510,4,4Ijct6HkKsC9HQVgcnMe7C,49
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4,3a1lNhkSLSkpJE4MSHpDu9,44
0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,263333,4,6hs3SDnbO3f6VQuPO4KBEb,72
0.663,0.693,7,-5.776,0,0.0635,0.0379,0.0,0.162,0.391,120.026,186307,4,5ol0jvC2yFKm3E1GcIgU2n,3
0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,1jaTQ3nqY3oAAYyCTbIvnM,25
0.449,0.264,11,-12.792,1,0.0304,0.909,5.41e-05,0.882,0.154,103.664,242027,4,0FMwnZ9dRwvCTn3bbfPNVI,55
0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,5FVd6KXrgO9B3JPmC8OPst,14
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,086myS9r57YsLbJpU0TgK9,5
0.638,0.668,2,-3.442,1,0.0259,0.0822,0.0,0.0815,0.299,113.945,208766,4,6EThJr4Dq1Y93JspecGU2F,21
0.803,0.477,1,-7.567,1,0.0321,0.702,4.37e-05,0.11,0.682,104.967,215104,4,5CeXAfGpk9baITQvV0feoG,34
0.675,0.739,1,-6.499,1,0.0284,0.0884,1.21e-06,0.0608,0.94,104.521,200080,4,4UtrvpwrBsNdPKMArgjD8r,22
0.862,0.804,5,-4.484,0,0.038,0.253,0.621,0.0895,0.951,125.002,239000,4,1Sr0201YyWpEJDI6eF1inM,15
0.558,0.776,9,-6.868,1,0.179,0.33,0.000445,0.41,0.247,128.064,114660,4,3nKZknHg5Y5fPB3gow8ACG,12
0.764,0.531,5,-6.846,0,0.0371,0.593,0.000295,0.185,0.549,99.998,193399,4,2YIXSsMPRSGWSMXBH2oxnL,2
0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453,4,0QdePZJfBpRIBautuT4FSx,57
0.872,0.501,9,-8.909,1,0.0468,0.371,0.0,0.0939,0.848,119.964,196000,4,5HsydJbQNOY3o0Rb2UEKqQ,57
0.652,0.483,8,-9.964,0,0.291,0.658,0.0,0.393,0.372,75.987,134881,4,79DIpN8yn99s9u76pRzloJ,53
0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,200198,4,4uoR6qeWeuL4Qeu2qJzkuG,22
0.569,0.536,1,-6.137,1,0.0819,0.554,0.0,0.0655,0.656,173.695,209833,4,518miTxc3a15X7HB8FgJUW,9
0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4,3eR23VReFzcdmS7TYCrhCe,7
0.57,0.219,3,-14.433,1,0.0305,0.837,0.0112,0.319,0.263,99.542,219134,4,1Yezb8mqZ3QYFpl00LAPNS,70
0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,4HBZA5flZLE435QTztThqH,32
0.38,0.763,9,-11.383,1,0.0465,9.69e-05,0.0248,0.592,0.522,160.611,171640,4,62jFrzCMncwCQTnt8RcHw7,36
0.6,0.603,9,-9.412,1,0.0354,0.252,0.00146,0.364,0.446,96.024,206387,4,6WuKJi5EXFn7RuS5dvLfZB,23
0.381,0.838,6,-6.562,0,0.0709,0.0046,3.77e-05,0.101,0.581,118.214,219400,4,3T76zPJz3tWL27FrjJe2ot,70
0.586,0.781,11,-10.052,0,0.235,0.0142,0.00105,0.0673,0.755,80.753,180173,4,07AjyDeE85pDr4Dj8BzgWB,28
0.582,0.365,9,-11.04,1,0.0388,0.648,1.03e-06,0.147,0.312,93.856,157973,4,3s3ciLHOXE1xVqGkdxwHPs,66
0.681,0.258,11,-14.104,1,0.106,0.537,4.91e-06,0.0826,0.43,96.885,226307,4,6mM3zAPOuNkNDytJCDGz96,67
0.719,0.861,5,-6.982,1,0.0402,0.0447,0.00989,0.219,0.948,121.491,201213,4,76VWuBu8qoFxzfhpfW0lE6,74
0.783,0.514,7,-8.166,1,0.0723,0.563,0.0,0.174,0.618,84.009,220218,4,3f2bax8Ft17JNFDW8xMY9z,44
0.791,0.481,4,-9.39,1,0.124,0.0649,1.47e-06,0.0247,0.926,146.032,269547,4,2PyDqCtFcXsucZqTF4rE3i,40
0.856,0.202,5,-15.166,1,0.0484,0.698,0.000164,0.135,0.815,116.961,183587,4,2Optq4Cw86ixqTx7hUem9O,77
0.827,0.708,9,-6.965,1,0.0512,0.199,0.0,0.358,0.764,95.55,223653,4,4hd4x0iaXAQ2pIcyUgHB7h,29
0.793,0.464,5,-6.624,1,0.0386,0.112,0.0,0.109,0.851,124.994,148600,4,2BJy5YrRMhVCqaLNY5cbv2,42
0.508,0.985,1,-3.721,1,0.0995,0.000112,0.204,0.0918,0.572,122.49,224067,4,39dDu1iyYkjm5Dpag16Ywe,78
0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4,7MAibcTli4IisCtbHKrGMh,55
0.88,0.564,1,-6.431,1,0.0498,0.0786,0.0,0.0565,0.83,99.019,225600,4,5N0lcnJTtKj4wNDvurHige,6
0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,205733,4,6qCsKKS7Ol63SJW3LOIX5R,23
0.622,0.584,0,-7.891,1,0.122,0.0628,0.000152,0.119,0.545,158.276,174947,4,5LKzqs734Xs528hqK8bGS1,65
0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542,269173,4,5MjAFPcmrR1DYCgZrXCN4d,40
0.834,0.591,10,-7.543,0,0.305,0.0553,0.0,0.074,0.9,104.944,256613,4,4uToWVHXLtKEEboNsG3n2u,4
0.83,0.594,5,-5.4,0,0.0432,0.188,4.85e-06,0.0881,0.718,140.006,180053,4,6Ic2MP2hzoBLe3r1VIle8J,28
0.928,0.437,1,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056,212613,4,5oZps6mYqU5s7A4WjUZggJ,18
0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,169727,4,276zciJ7Fg7Jk6Ta6QuLkp,19
0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332,4,4SBVWkRIMJ6WBCYPvr5Bwr,70
0.884,0.653,11,-7.653,0,0.0586,0.371,0.00135,0.812,0.766,108.548,174213,4,2IFFKj9orAsQOOS0JRhHAW,65
0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,197470,4,3B5UbSndRz907IZhhmUfLi,30
0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4,7uzmGiiJyRfuViKKK3lVmR,53
0.716,0.563,3,-5.486,1,0.0425,0.326,0.0,0.119,0.495,86.005,160465,4,5RsKelNxucrDxgMbZ3vd3W,5
0.702,0.706,7,-8.965,0,0.0294,0.00745,1.11e-05,0.0795,0.383,124.196,236893,4,13sDZM71JfjvgrY7npp46c,58
0.513,0.878,8,-3.981,0,0.0447,0.0348,0.00237,0.108,0.521,176.041,228707,4,5EfqyWMPkZvEceR9cpfSb4,32
0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,232667,4,1NeLwFETswx8Fzxl2AFl91,61
0.605,0.687,9,-13.928,0,0.045,0.479,0.949,0.104,0.12,106.896,345187,4,2LD2gT7gwAurzdQDQtILds,10
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,4,2Foc5Q5nqNiosCNqttzHof,38
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,4,5W3cjX2J3tjhG8zb6u0qHn,78
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,320357,4,0DiWol3AO6WpXZgp0goxAV,35
0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,4,1pKYYY0dkg23sQQXi0Q5zN,27
0.723,0.872,1,-3.617,1,0.0586,0.192,0.000154,0.0814,0.544,128.038,204798,4,7M13FwBAKWNa2jqcZeUhL6,39
0.846,0.65,9,-9.77,1,0.0342,0.275,0.0,0.325,0.937,123.986,213040,4,693kM2e0VGAe0pkqtcdrAu,62
0.599,0.734,0,-4.615,1,0.0355,0.281,0.0,0.119,0.243,118.928,256147,4,5Y36csDNfP9gRThyyveiBT,4
0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756,4,3zBhihYUHBmGd2bcQIobrF,51
0.585,0.375,6,-5.924,1,0.053,0.758,0.0,0.149,0.428,81.883,200587,4,1xFPIRa3PiqwZnC6ztXQmy,22
0.572,0.953,8,-3.998,1,0.0453,0.0616,2.07e-05,0.368,0.854,94.023,201000,4,6LArtYoT4DUAldcgPZvyWr,74
0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4,5EGPf0nqO7vEIwsOX6Er98,55
0.819,0.642,5,-7.037,1,0.189,0.336,0.0,0.0735,0.452,138.026,129241,4,0y9fkzOaaQy4Up22BGUbIp,53
0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887,184717,4,35wVRTJlUu2kDkqXFegOKt,3
0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,234332,4,2lFFiNm0XtgJ6wkdncTB4k,13
0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,5QO79kh1waicV47BqGRL3g,76
0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,225627,4,4alHo6RGd0D3OUbTPExTHN,6
0.546,0.221,2,-8.915,1,0.063,0.868,0.0,0.0994,0.593,128.144,181505,4,5nJzWhlrBfn3cfDLlaAgAO,60
0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,215280,4,4JLBDUYSaOMPYND0iWeSWQ,34
0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4,2wAJTrFhCnQyNSD3oUgTZO,41
0.749,0.589,8,-5.032,1,0.26,0.0279,0.000217,0.0396,0.814,128.003,191091,4,53N4dEwHT1D6xwebFQ8OtQ,37
0.887,0.683,6,-3.167,1,0.173,0.311,1.95e-06,0.0833,0.797,145.266,137430,4,7HLU2aJTAQfSIgJ2dMASsP,53
0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4,1nYzjrdVQ8RpF93M0jPFW7,67
0.395,0.954,8,-3.878,1,0.0555,0.0327,0.000123,0.124,0.686,178.001,211467,4,5yEais1zgeW1MjLrx7tsie,43
0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,6U0FIYXCQ3TGrk4tFpLrEA,39
0.671,0.125,5,-14.246,0,0.0626,0.9,0.0,0.0989,0.504,81.118,202106,4,2hQzCXo7p6YL73zpcNy6qv,1
0.979,0.41,8,-11.056,0,0.112,0.658,3.42e-05,0.205,0.74,119.971,180122,4,7CCCX50zGHMTuHsyKQy03l,28
0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4,1RMJOxR6GRPsBHL8qeC2ux,9
0.645,0.772,4,-8.316,0,0.0407,0.134,0.0115,0.266,0.964,93.997,196067,4,34KUZKWM4xraQFqquAM87x,57
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,3ZCTVFBt2Brf31RLEnCkWJ,26
0.604,0.261,0,-7.736,1,0.0598,0.886,0.0,0.142,0.361,77.245,232907,4,6pP5RJbBH6eKR8BCYX3MSU,61
0.637,0.318,10,-10.07,1,0.0716,0.622,1.58e-06,0.125,0.383,74.11,280800,4,4oChyNr3PXLKgpaQuHn3Lk,68
0.499,0.795,7,-5.285,1,0.0788,0.0438,0.00255,0.12,0.357,149.966,252853,4,3Ehxf88npHMLIBEIM7Klus,75
0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680,4,3DQVgcqaP3iSMbaKsd57l5,65
0.702,0.68,0,-5.746,1,0.0376,0.288,0.000414,0.145,0.538,129.004,261093,4,0bWtmYrWat7IWlpx3rmuwc,24
0.567,0.741,2,-8.922,1,0.0294,0.233,0.005,0.162,0.795,136.297,239240,4,2my0HGJw82GQrF3xhnTUVS,15
0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4,285pBltuF7vW8TeWk8hdRR,15
0.641,0.808,5,-7.268,1,0.0512,0.0487,0.191,0.065,0.172,174.981,266507,4,27LyQFdQbui4TnRs05cZ8C,40
0.866,0.861,4,-3.77,0,0.042,0.0688,0.0166,0.065,0.953,129.005,224027,4,480o64VmNvWcwzCg74VUxW,78
0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,5sra5UY6sD658OabHL3QtI,56
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,1e9oZCCiX42nJl0AcqriVo,65
0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4,5619Ojc6t9evEEs3B7Drhe,28
0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4,127QTOFJsJQp5LbJbu3A1y,83
0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,210463,4,1fah1uAs7HeTYDlNftKr3K,43
0.604,0.479,0,-8.021,1,0.0317,0.548,0.000197,0.0611,0.462,64.483,253053,4,06FuGjeL9H4cOmlQ2GUBn2,75
0.789,0.411,11,-10.574,1,0.0329,0.311,0.784,0.132,0.752,118.024,162769,4,7ksHbdLghHVIF1OW9swcOP,51
0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4,3tjFYV6RSFtuktYl3ZtYcq,25
0.719,0.629,11,-5.668,1,0.0617,0.211,1.5e-05,0.106,0.766,80.017,177090,1,66LXX22HYoqnWDWCLgKCpR,50
0.652,0.788,0,-6.607,1,0.0336,0.0241,2.04e-05,0.265,0.802,93.843,213320,4,1EgADk4jQoKdXcZPFTKg1u,62
0.499,0.884,4,-4.601,0,0.0556,0.00654,2.89e-05,0.16,0.547,175.049,109867,4,3h1QEqhVgDOpFQ7qfYH62L,45
0.811,0.554,4,-7.828,1,0.204,0.0323,0.0,0.0975,0.685,151.952,127693,4,1XIfNsgZWSxwYbj0TrJBon,53
0.678,0.621,9,-6.809,0,0.146,0.477,0.0,0.156,0.415,82.128,180522,4,0btSTnL3gJSP9EYFEzGqof,28
0.534,0.762,7,-5.928,1,0.0406,0.00337,0.0,0.391,0.562,145.132,163682,4,2cs6ASglDOWlPnlWbfaBZf,51
0.844,0.694,9,-6.132,1,0.422,0.253,0.0,0.14,0.876,82.553,128453,4,2fvPBd39xavbFaOnAgxYyl,53
0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,4,4aBCSgAz8OyHgWQ9HnYZlw,3
0.737,0.708,0,-2.059,1,0.032,0.645,0.0,0.111,0.721,126.052,136712,4,7g729lW7Fcm3knbVp5VzPG,53
0.34,0.392,7,-6.773,1,0.0369,0.606,0.0,0.105,0.286,79.923,129587,4,3ZMiAbMYFzjNJr9pJnmydZ,53
0.574,0.406,11,-7.677,0,0.0336,0.721,0.00233,0.103,0.474,171.967,216628,4,5D4OsPoGNmgBRCRfVSo7Lj,56
0.715,0.658,11,-4.304,0,0.106,0.162,0.0,0.0742,0.795,158.024,172399,4,44l9nnCVvOQBbWG6tDViKl,36
0.699,0.524,11,-7.522,1,0.051,0.412,0.0,0.0844,0.31,114.922,289133,4,3yhhVI7szVLsqVKt9gg01e,16
0.657,0.782,1,-4.743,1,0.0849,0.00105,0.0206,0.151,0.604,151.397,246000,4,1cS6quzGhImyJPMiNxfxkA,83
0.555,0.869,2,-5.668,1,0.0441,0.00812,0.0,0.0732,0.763,85.015,190607,4,0x5A9QV12kA4zbn9xwd488,37
0.607,0.405,9,-8.607,1,0.0265,0.539,6.7e-06,0.231,0.233,129.543,223040,4,3ou9rSNUQnE7XYmJkUUIOc,29
0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,226680,4,2nvC4i2aMo4CzRjRflysah,67
0.507,0.304,0,-11.096,1,0.0278,0.845,1.03e-05,0.0741,0.195,112.371,239767,3,5zyfzNnBzN7f7PVkJFnW2g,15
0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,7hDVYcQq6MxkdJGweuCtl9,22
0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,214293,4,79qxwHypONUt3AFq0WPpT9,34
0.526,0.908,11,-6.316,0,0.0403,0.00852,0.734,0.138,0.214,123.977,276295,4,26ZB5q5wNn5ieenQNULBbt,47
0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,2jiPHbFX5XM8TjaTfYJ0eo,79
0.854,0.675,0,-7.32,1,0.06,0.346,9.88e-05,0.12,0.73,109.955,200391,4,34VD6GZycwcLUMXwpIur9M,22
0.66,0.881,10,-6.119,0,0.0849,0.0722,3.4e-05,0.362,0.586,120.017,227347,4,1RUTIdTnFs8lHSc0Zr4UJB,67
0.516,0.708,9,-4.465,0,0.0253,0.0494,4.6e-06,0.243,0.33,89.938,289067,3,7aAEJfIzJUUSRXQNz2JzfO,16
0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,231933,4,7wdzLe2Gsx1RGqbvYZHASz,61
0.35,0.808,10,-6.686,1,0.147,0.409,0.0,0.965,0.246,159.443,172416,4,71vDgSOqiOFIrvouSTxLHl,36
0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769,208453,4,5ZawGS5kFVVxEZrN7FshIk,21
0.778,0.491,2,-4.625,1,0.0381,0.247,0.0,0.344,0.626,86.123,209387,4,1s61zOBzuBkDNHlFi8nOQl,9
0.68,0.454,1,-4.262,1,0.0392,0.232,0.000111,0.112,0.238,139.012,240019,4,5ULYE2LqN7zp0uCNWG1CHA,15
0.561,0.585,2,-6.541,1,0.0273,0.257,0.000548,0.112,0.356,83.003,178707,4,1xg60VvJ7FmPUrF1tMt0jG,50
0.613,0.614,1,-7.235,1,0.0439,0.0143,0.0,0.094,0.198,93.984,224813,4,3f1ChZHm6v4KdUaEW5y5qd,78
0.519,0.862,7,-2.609,1,0.0424,0.0156,2.37e-06,0.164,0.396,159.938,159329,4,3qRXuJ58B2wcNNMk5yyAMn,5
0.469,0.664,9,-5.138,0,0.0806,0.195,0.0,0.101,0.527,77.767,184952,4,6eA8pANu9ryDcoTTe5myKk,3
0.565,0.665,6,-6.143,1,0.0914,0.042,1.1e-06,0.0811,0.38,96.278,142566,4,2AcEZtXsn6en6Dh9CptAtQ,25
0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4,3pndPhlQWjuSoXhcIIdBjv,69
0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,273600,4,3dmqIB2Qxe2XZobw9gXxJ6,14
0.677,0.716,9,-6.312,1,0.272,0.0367,0.0,0.148,0.828,164.022,232813,4,0qdnPX9umHlQBQuv2sYZlo,61
0.504,0.761,10,-5.446,1,0.0437,0.00628,0.0,0.0892,0.884,117.999,231693,4,70fe354BpVKEvMY0de78YO,61
0.583,0.9,3,-6.085,1,0.0458,0.0319,3.84e-06,0.151,0.867,147.01,234451,4,2PGaYCles9SXXCjYOcjyfk,13
0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413,4,3Uvx1TO0Kg5HgGPk58lHXv,75
0.66,0.96,5,-4.148,0,0.0557,0.00144,2.37e-06,0.252,0.821,129.961,195587,4,7pw4AlRz1EEbjle2kjrX28,57
0.31,0.976,8,-3.095,1,0.116,0.000128,0.384,0.222,0.771,113.249,169517,4,3Mjmll1qNCTw9LA0PndO2j,19
0.583,0.913,5,-5.31,1,0.0636,0.000101,0.0562,0.172,0.662,128.056,189976,4,73vZFAcUcte7Hdv64JLGGr,20
0.55,0.759,8,-5.478,1,0.0355,0.00169,0.000487,0.0536,0.45,108.053,189102,4,0K8YJJqXXf8hyJ4rVjv6KS,20
0.659,0.471,8,-10.551,1,0.0601,0.815,0.0,0.705,0.605,98.12,234360,4,4K54wlF7EyEK6zotNEHI2i,13
0.551,0.663,8,-6.193,1,0.0443,0.378,0.0,0.0884,0.631,80.565,180675,4,0bdpA6BMyJx0WX9FWNNOyi,28
0.438,0.89,1,-5.247,0,0.106,0.0078,3.33e-05,0.118,0.501,82.653,214923,4,4Nqn5k7rifapbS2Kt15g8h,34
0.462,0.716,2,-5.224,1,0.0401,0.00663,0.0,0.108,0.512,180.144,200520,4,0WluXyfWbtYKsV6AmGoYrr,22
0.709,0.847,4,-3.828,1,0.0364,0.214,0.0,0.337,0.693,116.959,176480,4,3gKZ8sN4LJUbZrOq7YgLmy,11
0.565,0.799,11,-5.059,1,0.0304,0.326,0.0,0.224,0.755,145.032,275435,4,0LjY5kfLP4TfD8wX3plY62,47
0.513,0.903,4,-6.652,1,0.0462,0.0479,0.0,0.317,0.817,157.013,180627,4,35maQwTqpvsiKaNbC6o0sE,28
0.481,0.813,1,-4.425,1,0.0466,0.014,0.0,0.124,0.162,136.988,197040,4,0rWn4OID3XS0ynCe3q5mUW,30
0.633,0.867,5,-2.537,1,0.0505,0.0814,0.0,0.115,0.513,101.991,214813,4,4UAhoL7n0eCppPzLlWzStM,34
0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,4,1h2xVEoJORqrg71HocgqXd,26
0.557,0.635,6,-6.888,1,0.025,0.139,1.39e-06,0.215,0.488,101.08,172693,4,7xRBX753jYx4UPFoHkq8US,36
0.769,0.766,1,-4.766,1,0.11,0.163,4.66e-06,0.419,0.858,78.498,223185,4,4vCT1aTwCF2OAPrRSPurQz,29
0.566,0.635,7,-5.686,1,0.0326,0.463,0.0,0.0716,0.423,165.023,215747,4,3rJ68gppxFr8ZAdpCb80Nk,76
0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037,300840,4,3B7udSGy2PfgoCniMSb523,0
0.42,0.447,4,-7.555,0,0.0375,0.00734,0.0156,0.202,0.216,78.775,230613,3,2Xau3uNsnIb9FwzsvHR84z,33
0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,365627,4,5gOd6zDC8vhlYjqbQdJVWP,46
0.766,0.548,10,-4.29,1,0.235,0.775,5.57e-06,0.1,0.424,82.944,161985,4,26OhjtaTamFocE08t83ml6,51
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4,7wBJfHzpfI3032CSD7CE2m,14
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4,2cYqizR4lgvp4Qu6IQ3qGN,37
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4,017PF4Q3l4DBUiWoXk4OWT,64
0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,285733,4,2yzPBlE5UXK2sqvnNM9QQ0,63
0.708,0.683,4,-7.768,0,0.0344,0.00122,0.643,0.121,0.463,123.602,220533,4,1FL9DHDSED6lxNMDJUJQvB,44
0.806,0.765,2,-9.665,0,0.0583,0.0236,0.617,0.148,0.353,115.023,372760,4,5eqZWYQ5tbIehx00NeKXz7,46
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4,2JvzF1RMd7lE3KmFlsyZD8,62
0.573,0.842,0,-4.167,1,0.0387,0.00272,0.0,0.415,0.817,105.007,204480,4,79vc5sEj9ZzPbXtWmvB8RI,39
0.641,0.807,9,-6.73,1,0.239,0.0851,2.38e-05,0.64,0.712,158.071,221386,4,3iYUYQZidlttLNt0iw7QD9,7
0.737,0.706,4,-6.965,0,0.029,0.283,0.0636,0.304,0.933,136.007,236570,4,1lPjbmk2TylddPKESSIBfm,58
